일자,계(명),서울,부산,대구,대전,경기
2022-02-03,"14,800","5,215","1,279","1,256",559,"6,491"
2022-02-04,"17,576","6,154","1,724","1,713",762,"7,223"
2022-02-05,"23,630","8,588","1,926","1,640","1,032","10,444"
2022-02-06,"25,094","7,817","2,171","1,970","1,189","11,947"
2022-02-07,"21,537","6,881","1,926","1,971",969,"9,790"
2022-02-08,"22,687","5,905","1,921","1,786",943,"12,132"
2022-02-09,"31,869","11,662","3,032","2,414","1,129","13,632"
2022-02-10,"36,028","11,872","2,630","2,329","1,449","17,748"
2022-02-11,"36,379","11,529","3,011","2,493","1,423","17,923"
2022-02-12,"36,072","13,195","3,051","2,370","1,511","15,945"
